categoria,objeto,detalhes
1. TABELAS E COLUNAS,TABELA: appointments,COLUNA: time | TIPO: text | NULÁVEL: NO | PADRÃO: N/A | DESCRIÇÃO: N/A
2. CONSTRAINTS (CHAVES),TABELA: asaas_customers,CONSTRAINT: asaas_customers_cus_asaas_id_key | TIPO: UNIQUE | COLUNA(S): cus_asaas_id
2. CONSTRAINTS (CHAVES),TABELA: asaas_customers,CONSTRAINT: asaas_customers_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: asaas_payments,CONSTRAINT: asaas_payments_pay_asaas_id_key | TIPO: UNIQUE | COLUNA(S): pay_asaas_id
2. CONSTRAINTS (CHAVES),TABELA: asaas_payments,CONSTRAINT: asaas_payments_subscription_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): subscription_id | REFERENCIA: asaas_subscriptions(id)
2. CONSTRAINTS (CHAVES),TABELA: asaas_payments,CONSTRAINT: asaas_payments_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: asaas_payments,CONSTRAINT: asaas_payments_customer_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): customer_id | REFERENCIA: asaas_customers(id)
2. CONSTRAINTS (CHAVES),TABELA: asaas_plans,CONSTRAINT: asaas_plans_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: asaas_subscriptions,CONSTRAINT: asaas_subscriptions_sub_asaas_id_key | TIPO: UNIQUE | COLUNA(S): sub_asaas_id
2. CONSTRAINTS (CHAVES),TABELA: asaas_subscriptions,CONSTRAINT: asaas_subscriptions_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: asaas_subscriptions,CONSTRAINT: asaas_subscriptions_customer_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): customer_id | REFERENCIA: asaas_customers(id)
2. CONSTRAINTS (CHAVES),TABELA: asaas_subscriptions,CONSTRAINT: asaas_subscriptions_plan_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): plan_id | REFERENCIA: asaas_plans(id)
2. CONSTRAINTS (CHAVES),TABELA: assessments,CONSTRAINT: assessments_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: assessments,CONSTRAINT: assessments_user_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): user_id | REFERENCIA: profiles(id)
2. CONSTRAINTS (CHAVES),TABELA: audit_logs,null
2. CONSTRAINTS (CHAVES),TABELA: audit_logs,CONSTRAINT: audit_logs_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: blocked_days,CONSTRAINT: blocked_days_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: clients,CONSTRAINT: clients_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: diet_foods,CONSTRAINT: diet_foods_meal_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): meal_id | REFERENCIA: diet_meals(id)
2. CONSTRAINTS (CHAVES),TABELA: diet_foods,CONSTRAINT: diet_foods_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: diet_meals,CONSTRAINT: diet_meals_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: diet_meals,CONSTRAINT: diet_meals_diet_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): diet_id | REFERENCIA: diets(id)
2. CONSTRAINTS (CHAVES),TABELA: diets,CONSTRAINT: diets_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: diets,CONSTRAINT: diets_created_by_fkey | TIPO: FOREIGN KEY | COLUNA(S): created_by | REFERENCIA: profiles(id)
2. CONSTRAINTS (CHAVES),TABELA: diets,CONSTRAINT: diets_assigned_to_fkey | TIPO: FOREIGN KEY | COLUNA(S): assigned_to | REFERENCIA: profiles(id)
2. CONSTRAINTS (CHAVES),TABELA: exercises,CONSTRAINT: exercises_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: fitflix_categories,CONSTRAINT: fitflix_categories_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: fitflix_categories,CONSTRAINT: fitflix_categories_name_key | TIPO: UNIQUE | COLUNA(S): name
2. CONSTRAINTS (CHAVES),TABELA: fitflix_videos,CONSTRAINT: fitflix_videos_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: fitgran_comments,CONSTRAINT: fitgran_comments_user_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): user_id | REFERENCIA: profiles(id)
2. CONSTRAINTS (CHAVES),TABELA: fitgran_comments,CONSTRAINT: fitgran_comments_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: fitgran_comments,CONSTRAINT: fitgran_comments_post_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): post_id | REFERENCIA: fitgran_posts(id)
2. CONSTRAINTS (CHAVES),TABELA: fitgran_likes,CONSTRAINT: fitgran_likes_post_id_user_id_key | TIPO: UNIQUE | COLUNA(S): user_id
2. CONSTRAINTS (CHAVES),TABELA: fitgran_likes,CONSTRAINT: fitgran_likes_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: fitgran_likes,CONSTRAINT: fitgran_likes_post_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): post_id | REFERENCIA: fitgran_posts(id)
2. CONSTRAINTS (CHAVES),TABELA: fitgran_likes,CONSTRAINT: fitgran_likes_post_id_user_id_key | TIPO: UNIQUE | COLUNA(S): post_id
2. CONSTRAINTS (CHAVES),TABELA: fitgran_likes,CONSTRAINT: fitgran_likes_post_id_user_id_key | TIPO: UNIQUE | COLUNA(S): post_id
2. CONSTRAINTS (CHAVES),TABELA: fitgran_likes,CONSTRAINT: fitgran_likes_post_id_user_id_key | TIPO: UNIQUE | COLUNA(S): user_id
2. CONSTRAINTS (CHAVES),TABELA: fitgran_likes,CONSTRAINT: fitgran_likes_user_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): user_id | REFERENCIA: profiles(id)
2. CONSTRAINTS (CHAVES),TABELA: fitgran_posts,CONSTRAINT: fitgran_posts_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: fitgran_posts,CONSTRAINT: fitgran_posts_user_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): user_id | REFERENCIA: profiles(id)
2. CONSTRAINTS (CHAVES),TABELA: messages,null
2. CONSTRAINTS (CHAVES),TABELA: messages,CONSTRAINT: messages_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: messages,null
2. CONSTRAINTS (CHAVES),TABELA: profiles,null
2. CONSTRAINTS (CHAVES),TABELA: profiles,CONSTRAINT: profiles_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: workout_items,CONSTRAINT: workout_items_exercise_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): exercise_id | REFERENCIA: exercises(id)
2. CONSTRAINTS (CHAVES),TABELA: workout_items,CONSTRAINT: workout_items_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: workout_items,CONSTRAINT: workout_items_workout_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): workout_id | REFERENCIA: workouts(id)
2. CONSTRAINTS (CHAVES),TABELA: workout_logs,CONSTRAINT: workout_logs_workout_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): workout_id | REFERENCIA: workouts(id)
2. CONSTRAINTS (CHAVES),TABELA: workout_logs,CONSTRAINT: workout_logs_user_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): user_id | REFERENCIA: profiles(id)
2. CONSTRAINTS (CHAVES),TABELA: workout_logs,CONSTRAINT: workout_logs_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: workout_logs,CONSTRAINT: workout_logs_exercise_id_fkey | TIPO: FOREIGN KEY | COLUNA(S): exercise_id | REFERENCIA: exercises(id)
2. CONSTRAINTS (CHAVES),TABELA: workouts,CONSTRAINT: workouts_assigned_to_fkey | TIPO: FOREIGN KEY | COLUNA(S): assigned_to | REFERENCIA: profiles(id)
2. CONSTRAINTS (CHAVES),TABELA: workouts,CONSTRAINT: workouts_pkey | TIPO: PRIMARY KEY | COLUNA(S): id
2. CONSTRAINTS (CHAVES),TABELA: workouts,CONSTRAINT: workouts_created_by_fkey | TIPO: FOREIGN KEY | COLUNA(S): created_by | REFERENCIA: profiles(id)
3. ÍNDICES,TABELA: appointments,ÍNDICE: appointments_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX appointments_pkey ON public.appointments USING btree (id)
3. ÍNDICES,TABELA: asaas_customers,ÍNDICE: asaas_customers_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX asaas_customers_pkey ON public.asaas_customers USING btree (id)
3. ÍNDICES,TABELA: asaas_customers,ÍNDICE: asaas_customers_cus_asaas_id_key | DEFINIÇÃO: CREATE UNIQUE INDEX asaas_customers_cus_asaas_id_key ON public.asaas_customers USING btree (cus_asaas_id)
3. ÍNDICES,TABELA: asaas_customers,ÍNDICE: idx_asaas_customers_user | DEFINIÇÃO: CREATE INDEX idx_asaas_customers_user ON public.asaas_customers USING btree (user_id)
3. ÍNDICES,TABELA: asaas_customers,ÍNDICE: idx_asaas_customers_asaas_id | DEFINIÇÃO: CREATE INDEX idx_asaas_customers_asaas_id ON public.asaas_customers USING btree (cus_asaas_id)
3. ÍNDICES,TABELA: asaas_payments,ÍNDICE: idx_asaas_payments_status | DEFINIÇÃO: CREATE INDEX idx_asaas_payments_status ON public.asaas_payments USING btree (status)
3. ÍNDICES,TABELA: asaas_payments,ÍNDICE: asaas_payments_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX asaas_payments_pkey ON public.asaas_payments USING btree (id)
3. ÍNDICES,TABELA: asaas_payments,ÍNDICE: asaas_payments_pay_asaas_id_key | DEFINIÇÃO: CREATE UNIQUE INDEX asaas_payments_pay_asaas_id_key ON public.asaas_payments USING btree (pay_asaas_id)
3. ÍNDICES,TABELA: asaas_payments,ÍNDICE: idx_asaas_payments_subs | DEFINIÇÃO: CREATE INDEX idx_asaas_payments_subs ON public.asaas_payments USING btree (subscription_id)
3. ÍNDICES,TABELA: asaas_plans,ÍNDICE: asaas_plans_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX asaas_plans_pkey ON public.asaas_plans USING btree (id)
3. ÍNDICES,TABELA: asaas_subscriptions,ÍNDICE: asaas_subscriptions_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX asaas_subscriptions_pkey ON public.asaas_subscriptions USING btree (id)
3. ÍNDICES,TABELA: asaas_subscriptions,ÍNDICE: asaas_subscriptions_sub_asaas_id_key | DEFINIÇÃO: CREATE UNIQUE INDEX asaas_subscriptions_sub_asaas_id_key ON public.asaas_subscriptions USING btree (sub_asaas_id)
3. ÍNDICES,TABELA: asaas_subscriptions,ÍNDICE: idx_asaas_subs_customer | DEFINIÇÃO: CREATE INDEX idx_asaas_subs_customer ON public.asaas_subscriptions USING btree (customer_id)
3. ÍNDICES,TABELA: assessments,ÍNDICE: idx_assessments_user_id | DEFINIÇÃO: CREATE INDEX idx_assessments_user_id ON public.assessments USING btree (user_id)
3. ÍNDICES,TABELA: assessments,ÍNDICE: assessments_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX assessments_pkey ON public.assessments USING btree (id)
3. ÍNDICES,TABELA: assessments,ÍNDICE: idx_assessments_created_at | DEFINIÇÃO: CREATE INDEX idx_assessments_created_at ON public.assessments USING btree (created_at)
3. ÍNDICES,TABELA: audit_logs,ÍNDICE: audit_logs_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX audit_logs_pkey ON public.audit_logs USING btree (id)
3. ÍNDICES,TABELA: blocked_days,ÍNDICE: idx_blocked_days_date | DEFINIÇÃO: CREATE INDEX idx_blocked_days_date ON public.blocked_days USING btree (date)
3. ÍNDICES,TABELA: blocked_days,ÍNDICE: blocked_days_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX blocked_days_pkey ON public.blocked_days USING btree (id)
3. ÍNDICES,TABELA: clients,ÍNDICE: clients_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX clients_pkey ON public.clients USING btree (id)
3. ÍNDICES,TABELA: diet_foods,ÍNDICE: diet_foods_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX diet_foods_pkey ON public.diet_foods USING btree (id)
3. ÍNDICES,TABELA: diet_meals,ÍNDICE: diet_meals_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX diet_meals_pkey ON public.diet_meals USING btree (id)
3. ÍNDICES,TABELA: diets,ÍNDICE: diets_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX diets_pkey ON public.diets USING btree (id)
3. ÍNDICES,TABELA: exercises,ÍNDICE: exercises_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX exercises_pkey ON public.exercises USING btree (id)
3. ÍNDICES,TABELA: fitflix_categories,ÍNDICE: fitflix_categories_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX fitflix_categories_pkey ON public.fitflix_categories USING btree (id)
3. ÍNDICES,TABELA: fitflix_categories,ÍNDICE: fitflix_categories_name_key | DEFINIÇÃO: CREATE UNIQUE INDEX fitflix_categories_name_key ON public.fitflix_categories USING btree (name)
3. ÍNDICES,TABELA: fitflix_videos,ÍNDICE: fitflix_videos_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX fitflix_videos_pkey ON public.fitflix_videos USING btree (id)
3. ÍNDICES,TABELA: fitgran_comments,ÍNDICE: fitgran_comments_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX fitgran_comments_pkey ON public.fitgran_comments USING btree (id)
3. ÍNDICES,TABELA: fitgran_likes,"ÍNDICE: fitgran_likes_post_id_user_id_key | DEFINIÇÃO: CREATE UNIQUE INDEX fitgran_likes_post_id_user_id_key ON public.fitgran_likes USING btree (post_id, user_id)"
3. ÍNDICES,TABELA: fitgran_likes,ÍNDICE: fitgran_likes_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX fitgran_likes_pkey ON public.fitgran_likes USING btree (id)
3. ÍNDICES,TABELA: fitgran_posts,ÍNDICE: fitgran_posts_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX fitgran_posts_pkey ON public.fitgran_posts USING btree (id)
3. ÍNDICES,TABELA: messages,ÍNDICE: messages_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX messages_pkey ON public.messages USING btree (id)
3. ÍNDICES,TABELA: messages,ÍNDICE: idx_messages_recipient | DEFINIÇÃO: CREATE INDEX idx_messages_recipient ON public.messages USING btree (recipient_id)
3. ÍNDICES,TABELA: profiles,ÍNDICE: profiles_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX profiles_pkey ON public.profiles USING btree (id)
3. ÍNDICES,TABELA: workout_items,ÍNDICE: workout_items_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX workout_items_pkey ON public.workout_items USING btree (id)
3. ÍNDICES,TABELA: workout_logs,ÍNDICE: workout_logs_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX workout_logs_pkey ON public.workout_logs USING btree (id)
3. ÍNDICES,TABELA: workouts,ÍNDICE: workouts_pkey | DEFINIÇÃO: CREATE UNIQUE INDEX workouts_pkey ON public.workouts USING btree (id)
4. FUNÇÕES (RPC),FUNÇÃO: handle_new_user,"CREATE OR REPLACE FUNCTION public.handle_new_user()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  -- Garante o uso de full_name (a coluna agora existe devido à migration acima)
  INSERT INTO public.profiles (id, email, full_name, role)
  VALUES (new.id, new.email, new.raw_user_meta_data->>'full_name', COALESCE(new.raw_user_meta_data->>'role', 'user'));
  RETURN new;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: update_fitgran_likes,"CREATE OR REPLACE FUNCTION public.update_fitgran_likes()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  IF (TG_OP = 'INSERT') THEN
    UPDATE public.fitgran_posts SET likes_count = likes_count + 1 WHERE id = NEW.post_id;
    RETURN NEW;
  ELSIF (TG_OP = 'DELETE') THEN
    UPDATE public.fitgran_posts SET likes_count = GREATEST(0, likes_count - 1) WHERE id = OLD.post_id;
    RETURN OLD;
  END IF;
  RETURN NULL;
END;
$function$
"
5. GATILHOS (TRIGGERS),TABELA: fitgran_likes,GATILHO: on_like_change | EVENTO: INSERT | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION update_fitgran_likes()
5. GATILHOS (TRIGGERS),TABELA: fitgran_likes,GATILHO: on_like_change | EVENTO: DELETE | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION update_fitgran_likes()
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: appointments,"POLÍTICA: Staff vê agenda | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = ANY (ARRAY['admin'::text, 'reception'::text, 'coach'::text, 'nutri'::text])))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: appointments,POLÍTICA: Enable access for authenticated users | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.role() = 'authenticated'::text) | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: appointments,POLÍTICA: Public Appointments Access | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): true | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: appointments,"POLÍTICA: Usuário vê seus agendamentos | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (client_name = ( SELECT profiles.full_name
   FROM profiles
  WHERE (profiles.id = auth.uid()))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: asaas_customers,POLÍTICA: Usuário vê seu próprio customer_id | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() = user_id) | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: asaas_customers,"POLÍTICA: Admins veem todos os clientes | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = 'admin'::text))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: asaas_payments,"POLÍTICA: Admins veem todos os pagamentos | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = 'admin'::text))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: asaas_payments,"POLÍTICA: Usuário vê seus próprios pagamentos | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (customer_id IN ( SELECT asaas_customers.id
   FROM asaas_customers
  WHERE (asaas_customers.user_id = auth.uid()))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: asaas_plans,POLÍTICA: Planos visíveis publicamente | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (active = true) | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: asaas_plans,"POLÍTICA: Admins gerenciam planos | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = 'admin'::text))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: asaas_subscriptions,"POLÍTICA: Usuário vê suas próprias assinaturas | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (customer_id IN ( SELECT asaas_customers.id
   FROM asaas_customers
  WHERE (asaas_customers.user_id = auth.uid()))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: asaas_subscriptions,"POLÍTICA: Admins veem todas as assinaturas | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = 'admin'::text))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: assessments,POLÍTICA: Users view own assessments | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() = user_id) | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: assessments,"POLÍTICA: Staff manage assessments | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = ANY (ARRAY['admin'::text, 'coach'::text, 'nutri'::text])))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: audit_logs,POLÍTICA: Insert logs | COMANDO: INSERT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): N/A | VERIFICANDO (WITH CHECK): (auth.role() = 'authenticated'::text)
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: audit_logs,"POLÍTICA: Admin view logs | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.id = auth.uid()) AND (profiles.role = 'admin_user'::text)))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: blocked_days,"POLÍTICA: Manage blocked days | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: authenticated | USANDO (USING): (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.id = auth.uid()) AND (profiles.role = 'admin_user'::text)))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: blocked_days,POLÍTICA: View blocked days | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: authenticated | USANDO (USING): true | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: clients,POLÍTICA: Public Clients Access | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): true | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: diet_foods,"POLÍTICA: Staff gerencia alimentos | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = ANY (ARRAY['admin'::text, 'nutri'::text, 'coach'::text])))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: diet_foods,"POLÍTICA: Aluna vê seus alimentos | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (EXISTS ( SELECT 1
   FROM (diet_meals
     JOIN diets ON ((diets.id = diet_meals.diet_id)))
  WHERE ((diet_meals.id = diet_foods.meal_id) AND (diets.assigned_to = auth.uid())))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: diet_meals,"POLÍTICA: Aluna vê suas refeicoes | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (EXISTS ( SELECT 1
   FROM diets
  WHERE ((diets.id = diet_meals.diet_id) AND (diets.assigned_to = auth.uid())))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: diet_meals,"POLÍTICA: Staff gerencia refeicoes | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = ANY (ARRAY['admin'::text, 'nutri'::text, 'coach'::text])))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: diets,"POLÍTICA: Staff gerencia dietas | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = ANY (ARRAY['admin'::text, 'nutri'::text, 'coach'::text])))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: diets,POLÍTICA: Aluna vê suas dietas | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() = assigned_to) | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: exercises,"POLÍTICA: Apenas admin cria exercícios | COMANDO: INSERT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): N/A | VERIFICANDO (WITH CHECK): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = ANY (ARRAY['admin'::text, 'coach'::text]))))"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: exercises,POLÍTICA: Todos podem ver exercícios | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): true | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: fitflix_categories,POLÍTICA: Public View Categories | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): true | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: fitflix_categories,"POLÍTICA: Admin Manage Categories | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = ANY (ARRAY['admin'::text, 'coach'::text, 'reception'::text, 'nutri'::text])))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: fitflix_videos,POLÍTICA: Todos veem vídeos | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.role() = 'authenticated'::text) | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: fitflix_videos,"POLÍTICA: Admin gerencia vídeos | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.role = 'admin'::text))) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: fitgran_posts,POLÍTICA: Usuário cria posts | COMANDO: INSERT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): N/A | VERIFICANDO (WITH CHECK): (auth.uid() = user_id)
